sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,when,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
50 mg bid,,,,,,,,,,,50,,mg,0,5,50 mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
50 mg by mouth every day,,,,,,,,,,,50,,mg,0,5,50 mg,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,24,every day,daily,,,,,,,,,,,
50 mg po bid,,,,,,,,,,,50,,mg,0,5,50 mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
50 mg po qd,,,,,,,,,,,50,,mg,0,5,50 mg,oral,6,8,po,1,,1,,day,,,,,,,,,9,11,qd,daily,,,,,,,,,,,
50 mg qd,,,,,,,,,,,50,,mg,0,5,50 mg,,,,,1,,1,,day,,,,,,,,,6,8,qd,daily,,,,,,,,,,,
50 mg tid,,,,,,,,,,,50,,mg,0,5,50 mg,,,,,3,,1,,day,,,,,,,,,6,9,tid,3 times per day,,,,,,,,,,,
500 mg bid,,,,,,,,,,,500,,mg,0,6,500 mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
"500 mg orally three times daily, with meals",,,,,,,,,,,500,,mg,0,6,500 mg,oral,7,13,orally,3,,1,,day,,,,,,,,,14,31,three times daily,3 times per day,,,,,,,,,,,
500 mg orally twice daily with meals,,,,,,,,,,,500,,mg,0,6,500 mg,oral,7,13,orally,2,,1,,day,,,,,,,,,14,25,twice daily,twice daily,,,,,,,,,,,
500 mg po bid,,,,,,,,,,,500,,mg,0,6,500 mg,oral,7,9,po,2,,1,,day,,,,,,,,,10,13,bid,twice daily,,,,,,,,,,,
500 mg tid,,,,,,,,,,,500,,mg,0,6,500 mg,,,,,3,,1,,day,,,,,,,,,7,10,tid,3 times per day,,,,,,,,,,,
500mg 1 po bid,,,,,,,,,,,500,,mg,0,5,500mg,oral,8,10,po,2,,1,,day,,,,,,,,,11,14,bid,twice daily,,,,,,,,,,,
500mg 1 tab po bid,,,,,1,,tablet,5,11, 1 tab,500,,mg,0,5,500mg,oral,12,14,po,2,,1,,day,,,,,,,,,15,18,bid,twice daily,,,,,,,,,,,
500mg bid,,,,,,,,,,,500,,mg,0,5,500mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
500mg po bid,,,,,,,,,,,500,,mg,0,5,500mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
500mg po tid,,,,,,,,,,,500,,mg,0,5,500mg,oral,6,8,po,3,,1,,day,,,,,,,,,9,12,tid,3 times per day,,,,,,,,,,,
500mg qd,,,,,,,,,,,500,,mg,0,5,500mg,,,,,1,,1,,day,,,,,,,,,6,8,qd,daily,,,,,,,,,,,
500mg tid,,,,,,,,,,,500,,mg,0,5,500mg,,,,,3,,1,,day,,,,,,,,,6,9,tid,3 times per day,,,,,,,,,,,
50mg 1 po qd,,,,,,,,,,,50,,mg,0,4,50mg,oral,7,9,po,1,,1,,day,,,,,,,,,10,12,qd,daily,,,,,,,,,,,
50mg 1 tab po bid,,,,,1,,tablet,4,10, 1 tab,50,,mg,0,4,50mg,oral,11,13,po,2,,1,,day,,,,,,,,,14,17,bid,twice daily,,,,,,,,,,,
50mg bid,,,,,,,,,,,50,,mg,0,4,50mg,,,,,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
50mg po bid,,,,,,,,,,,50,,mg,0,4,50mg,oral,5,7,po,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
50mg po qd,,,,,,,,,,,50,,mg,0,4,50mg,oral,5,7,po,1,,1,,day,,,,,,,,,8,10,qd,daily,,,,,,,,,,,
50mg po qday,,,,,,,,,,,50,,mg,0,4,50mg,oral,5,7,po,1,,1,,day,,,,,,,,,8,12,qday,daily,,,,,,,,,,,
50mg po tid,,,,,,,,,,,50,,mg,0,4,50mg,oral,5,7,po,3,,1,,day,,,,,,,,,8,11,tid,3 times per day,,,,,,,,,,,
50mg qd,,,,,,,,,,,50,,mg,0,4,50mg,,,,,1,,1,,day,,,,,,,,,5,7,qd,daily,,,,,,,,,,,
50mg tid,,,,,,,,,,,50,,mg,0,4,50mg,,,,,3,,1,,day,,,,,,,,,5,8,tid,3 times per day,,,,,,,,,,,
5mg bid,,,,,,,,,,,5,,mg,0,3,5mg,,,,,2,,1,,day,,,,,,,,,4,7,bid,twice daily,,,,,,,,,,,
5mg po bid,,,,,,,,,,,5,,mg,0,3,5mg,oral,4,6,po,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
5mg po qd,,,,,,,,,,,5,,mg,0,3,5mg,oral,4,6,po,1,,1,,day,,,,,,,,,7,9,qd,daily,,,,,,,,,,,
5mg po qday,,,,,,,,,,,5,,mg,0,3,5mg,oral,4,6,po,1,,1,,day,,,,,,,,,7,11,qday,daily,,,,,,,,,,,
5mg qd,,,,,,,,,,,5,,mg,0,3,5mg,,,,,1,,1,,day,,,,,,,,,4,6,qd,daily,,,,,,,,,,,
5mg qday,,,,,,,,,,,5,,mg,0,3,5mg,,,,,1,,1,,day,,,,,,,,,4,8,qday,daily,,,,,,,,,,,
5mg tid,,,,,,,,,,,5,,mg,0,3,5mg,,,,,3,,1,,day,,,,,,,,,4,7,tid,3 times per day,,,,,,,,,,,
6 (six) tablets by mouth every week,,,,,6,,tablet,1,11, (six) tab,,,,,,,oral,16,24,by mouth,1,,1,,week,,,,,,,,,25,35,every week,every week,,,,,,,,,,,
6 tablets by mouth every week,,,,,6,,tablet,0,5,6 tab,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,,,,,,,,,,,
6.25 mg bid,,,,,,,,,,,6.25,,mg,0,7,6.25 mg,,,,,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
6.25 mg orally twice daily with meals,,,,,,,,,,,6.25,,mg,0,7,6.25 mg,oral,8,14,orally,2,,1,,day,,,,,,,,,15,26,twice daily,twice daily,,,,,,,,,,,
6.25mg bid,,,,,,,,,,,6.25,,mg,0,6,6.25mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
60 mg bid,,,,,,,,,,,60,,mg,0,5,60 mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
60 mg by mouth every day,,,,,,,,,,,60,,mg,0,5,60 mg,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,24,every day,daily,,,,,,,,,,,
60 mg po bid,,,,,,,,,,,60,,mg,0,5,60 mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
600 mg bid,,,,,,,,,,,600,,mg,0,6,600 mg,,,,,2,,1,,day,,,,,,,,,7,10,bid,twice daily,,,,,,,,,,,
600 mg orally twice daily before meals,,,,,,,,,,,600,,mg,0,6,600 mg,oral,7,13,orally,2,,1,,day,,,,,,,,,14,25,twice daily,twice daily,,,,,,,,,,,
600 mg po bid,,,,,,,,,,,600,,mg,0,6,600 mg,oral,7,9,po,2,,1,,day,,,,,,,,,10,13,bid,twice daily,,,,,,,,,,,
600 mg tid,,,,,,,,,,,600,,mg,0,6,600 mg,,,,,3,,1,,day,,,,,,,,,7,10,tid,3 times per day,,,,,,,,,,,
600mg bid,,,,,,,,,,,600,,mg,0,5,600mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
600mg po bid,,,,,,,,,,,600,,mg,0,5,600mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
600mg po tid,,,,,,,,,,,600,,mg,0,5,600mg,oral,6,8,po,3,,1,,day,,,,,,,,,9,12,tid,3 times per day,,,,,,,,,,,
600mg tid,,,,,,,,,,,600,,mg,0,5,600mg,,,,,3,,1,,day,,,,,,,,,6,9,tid,3 times per day,,,,,,,,,,,
60mg bid,,,,,,,,,,,60,,mg,0,4,60mg,,,,,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
60mg po bid,,,,,,,,,,,60,,mg,0,4,60mg,oral,5,7,po,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
60mg qd,,,,,,,,,,,60,,mg,0,4,60mg,,,,,1,,1,,day,,,,,,,,,5,7,qd,daily,,,,,,,,,,,
7 (seven) tablets by mouth every week,,,,,7,,tablet,1,13, (seven) tab,,,,,,,oral,18,26,by mouth,1,,1,,week,,,,,,,,,27,37,every week,every week,,,,,,,,,,,
7 tablets by mouth every week,,,,,7,,tablet,0,5,7 tab,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,,,,,,,,,,,
7.5mg bid,,,,,,,,,,,7.5,,mg,0,5,7.5mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
70 mg tablet (also known as fosamax) 1 tablet by mouth every week,,,,,1,,tablet,36,42, 1 tab,70,,mg,0,5,70 mg,oral,46,54,by mouth,1,,1,,week,,,,,,,,,55,65,every week,every week,,,,,,,,,,,
75 mg bid,,,,,,,,,,,75,,mg,0,5,75 mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
75 mg by mouth every day,,,,,,,,,,,75,,mg,0,5,75 mg,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,24,every day,daily,,,,,,,,,,,
75 mg po bid,,,,,,,,,,,75,,mg,0,5,75 mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
750mg bid,,,,,,,,,,,750,,mg,0,5,750mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
75mg bid,,,,,,,,,,,75,,mg,0,4,75mg,,,,,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
75mg po bid,,,,,,,,,,,75,,mg,0,4,75mg,oral,5,7,po,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
75mg qd,,,,,,,,,,,75,,mg,0,4,75mg,,,,,1,,1,,day,,,,,,,,,5,7,qd,daily,,,,,,,,,,,
8 (eight) tablets by mouth every week,,,,,8,,tablet,1,13, (eight) tab,,,,,,,oral,18,26,by mouth,1,,1,,week,,,,,,,,,27,37,every week,every week,,,,,,,,,,,
8 tablets by mouth every week,,,,,8,,tablet,0,5,8 tab,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,,,,,19,29,every week,every week,,,,,,,,,,,
80 mg bid,,,,,,,,,,,80,,mg,0,5,80 mg,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
80 mg po bid,,,,,,,,,,,80,,mg,0,5,80 mg,oral,6,8,po,2,,1,,day,,,,,,,,,9,12,bid,twice daily,,,,,,,,,,,
"800 mg orally three times daily, with meals",,,,,,,,,,,800,,mg,0,6,800 mg,oral,7,13,orally,3,,1,,day,,,,,,,,,14,31,three times daily,3 times per day,,,,,,,,,,,
800 mg tid,,,,,,,,,,,800,,mg,0,6,800 mg,,,,,3,,1,,day,,,,,,,,,7,10,tid,3 times per day,,,,,,,,,,,
800mg po tid,,,,,,,,,,,800,,mg,0,5,800mg,oral,6,8,po,3,,1,,day,,,,,,,,,9,12,tid,3 times per day,,,,,,,,,,,
800mg tid,,,,,,,,,,,800,,mg,0,5,800mg,,,,,3,,1,,day,,,,,,,,,6,9,tid,3 times per day,,,,,,,,,,,
80mg bid,,,,,,,,,,,80,,mg,0,4,80mg,,,,,2,,1,,day,,,,,,,,,5,8,bid,twice daily,,,,,,,,,,,
80mg po bid,,,,,,,,,,,80,,mg,0,4,80mg,oral,5,7,po,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
81 mg by mouth every day,,,,,,,,,,,81,,mg,0,5,81 mg,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,24,every day,daily,,,,,,,,,,,
81 mg every other day,,,,,,,,,,,81,,mg,0,5,81 mg,,,,,1,,2,,day,,,,,,,,,6,21,every other day,every 2 days,,,,,,,,,,,
81 mg po q day,,,,,,,,,,,81,,mg,0,5,81 mg,oral,6,8,po,1,,1,,day,,,,,,,,,9,14,q day,daily,,,,,,,,,,,
81 mg po qd,,,,,,,,,,,81,,mg,0,5,81 mg,oral,6,8,po,1,,1,,day,,,,,,,,,9,11,qd,daily,,,,,,,,,,,
81 mg po qday,,,,,,,,,,,81,,mg,0,5,81 mg,oral,6,8,po,1,,1,,day,,,,,,,,,9,13,qday,daily,,,,,,,,,,,
81 mg qd,,,,,,,,,,,81,,mg,0,5,81 mg,,,,,1,,1,,day,,,,,,,,,6,8,qd,daily,,,,,,,,,,,
81 mg qday,,,,,,,,,,,81,,mg,0,5,81 mg,,,,,1,,1,,day,,,,,,,,,6,10,qday,daily,,,,,,,,,,,
81mg 1 po qd,,,,,,,,,,,81,,mg,0,4,81mg,oral,7,9,po,1,,1,,day,,,,,,,,,10,12,qd,daily,,,,,,,,,,,
81mg 1 tab po qd,,,,,1,,tablet,4,10, 1 tab,81,,mg,0,4,81mg,oral,11,13,po,1,,1,,day,,,,,,,,,14,16,qd,daily,,,,,,,,,,,
81mg by mouth every other day,,,,,,,,,,,81,,mg,0,4,81mg,oral,5,13,by mouth,1,,2,,day,,,,,,,,,14,29,every other day,every 2 days,,,,,,,,,,,
81mg every other day,,,,,,,,,,,81,,mg,0,4,81mg,,,,,1,,2,,day,,,,,,,,,5,20,every other day,every 2 days,,,,,,,,,,,
81mg po qd,,,,,,,,,,,81,,mg,0,4,81mg,oral,5,7,po,1,,1,,day,,,,,,,,,8,10,qd,daily,,,,,,,,,,,
81mg po qday,,,,,,,,,,,81,,mg,0,4,81mg,oral,5,7,po,1,,1,,day,,,,,,,,,8,12,qday,daily,,,,,,,,,,,
81mg q day,,,,,,,,,,,81,,mg,0,4,81mg,,,,,1,,1,,day,,,,,,,,,5,10,q day,daily,,,,,,,,,,,
81mg qd,,,,,,,,,,,81,,mg,0,4,81mg,,,,,1,,1,,day,,,,,,,,,5,7,qd,daily,,,,,,,,,,,
81mg qday,,,,,,,,,,,81,,mg,0,4,81mg,,,,,1,,1,,day,,,,,,,,,5,9,qday,daily,,,,,,,,,,,
apply bid,apply,0,5,apply,,,,,,,,,,,,,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
apply bid.,apply,0,5,apply,,,,,,,,,,,,,,,,,2,,1,,day,,,,,,,,,6,9,bid,twice daily,,,,,,,,,,,
apply to the affected area(s) by topical route 2 times per day in the morning and at bedtime,apply,0,5,apply,,,,,,,,,,,,,topical,33,40,topical,1,,,,,,,,,at bedtime,,,,82,92,at bedtime, at bedtime,,,,,,,,,,,
apply to the affected area(s) by topical route once daily preferably at bedtime or 8 hours before washing,apply,0,5,apply,,,,,,,,,,,,,topical,33,40,topical,1,,,,,,,,,at bedtime,,,,69,79,at bedtime, at bedtime,,,,,,,,,,,
bcp 1 tab po qd,,,,,1,,tablet,3,9, 1 tab,,,,,,,oral,10,12,po,1,,1,,day,,,,,,,,,13,15,qd,daily,,,,,,,,,,,
by mouth every day,,,,,,,,,,,,,,,,,oral,0,8,by mouth,1,,1,,day,,,,,,,,,9,18,every day,daily,,,,,,,,,,,
by mouth every other day,,,,,,,,,,,,,,,,,oral,0,8,by mouth,1,,2,,day,,,,,,,,,9,24,every other day,every 2 days,,,,,,,,,,,
chew and swallow one tablet by mouth every day,chew,0,4,chew,1,,tablet,16,24, one tab,,,,,,,oral,28,36,by mouth,1,,1,,day,,,,,,,,,37,46,every day,daily,,,,,,,,,,,
every other day,,,,,,,,,,,,,,,,,,,,,1,,2,,day,,,,,,,,,0,15,every other day,every 2 days,,,,,,,,,,,
i po qday,,,,,,,,,,,,,,,,,oral,2,4,po,1,,1,,day,,,,,,,,,5,9,qday,daily,,,,,,,,,,,
inject 1 pen (40mg) subcutaneously every other week,inject,0,6,inject,1,,pen,6,12, 1 pen,40,,mg,12,18, (40mg,subcutaneous,20,34,subcutaneously,1,,2,,week,,,,,,,,,35,51,every other week,every 2 weeks,,,,,,,,,,,
inject 1 pen (50mg) subcutaneously every week,inject,0,6,inject,1,,pen,6,12, 1 pen,50,,mg,12,18, (50mg,subcutaneous,20,34,subcutaneously,1,,1,,week,,,,,,,,,35,45,every week,every week,,,,,,,,,,,
injection every month,,,,,,,,,,,,,,,,,injection,0,9,injection,1,,1,,month,,,,,,,,,10,21,every month,every month,,,,,,,,,,,
one by mouth every day,,,,,,,,,,,,,,,,,oral,4,12,by mouth,1,,1,,day,,,,,,,,,13,22,every day,daily,,,,,,,,,,,
one po q day,,,,,,,,,,,,,,,,,oral,4,6,po,1,,1,,day,,,,,,,,,7,12,q day,daily,,,,,,,,,,,
one tab bid,,,,,1,,tablet,0,7,one tab,,,,,,,,,,,2,,1,,day,,,,,,,,,8,11,bid,twice daily,,,,,,,,,,,
one tab po q day,,,,,1,,tablet,0,7,one tab,,,,,,,oral,8,10,po,1,,1,,day,,,,,,,,,11,16,q day,daily,,,,,,,,,,,
one tablet by mouth every day,,,,,1,,tablet,0,7,one tab,,,,,,,oral,11,19,by mouth,1,,1,,day,,,,,,,,,20,29,every day,daily,,,,,,,,,,,
one tablet by mouth every other day,,,,,1,,tablet,0,7,one tab,,,,,,,oral,11,19,by mouth,1,,2,,day,,,,,,,,,20,35,every other day,every 2 days,,,,,,,,,,,
one tablet by mouth once each day,,,,,1,,tablet,0,7,one tab,,,,,,,oral,11,19,by mouth,1,,1,,day,,,,,,,,,25,33,each day,daily,,,,,,,,,,,
one tablet every day,,,,,1,,tablet,0,7,one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,11,20,every day,daily,,,,,,,,,,,
one tablet po bid; do not take on an empty stomach.,take,26,30,take,1,,tablet,0,7,one tab,,,,,,,oral,11,13,po,2,,1,,day,,,,,,,,,14,17,bid,twice daily,,,,,,,,,,,
place 1 tablet (0.4 mg) by sublingual route at 1st sign of attack; may repeat every 5 minutes up to 3 tabs; if no relief seek medical help,place,0,5,place,1,,tablet,5,11, 1 tab,0.4,,mg,14,22, (0.4 mg,sublingual,27,37,sublingual,1,,5,,minute,,,,,,,,,78,89,every 5 min,every 5 minutes,,,,,,,,,,,
"place 1 tablet (0.4 mg) by sublingual route at the 1st sign of an attack; may repeat every 5 min until relief; if pain persists after of 3 tablets in 15 min, prompt medical attention is recommended",place,0,5,place,1,,tablet,5,11, 1 tab,0.4,,mg,14,22, (0.4 mg,sublingual,27,37,sublingual,1,,5,,minute,,,,,,,,,85,96,every 5 min,every 5 minutes,,,,,,,,,,,
"place 1 tablet (0.4 mg) by sublingual route at the 1st sign of attack; may repeat every 5 min until relief; if pain persists after 3 tablets in 15 min, prompt medical attention is recommended",place,0,5,place,1,,tablet,5,11, 1 tab,0.4,,mg,14,22, (0.4 mg,sublingual,27,37,sublingual,1,,5,,minute,,,,,,,,,82,93,every 5 min,every 5 minutes,,,,,,,,,,,
"place 1 tablet (0.4 mg) by sublingual route at the first sign of an attack; may repeat every 5 minutes, until relief; if pain persists after a total of 3 tablets in 15 minutes, prompt medical attention is recommended",place,0,5,place,1,,tablet,5,11, 1 tab,0.4,,mg,14,22, (0.4 mg,sublingual,27,37,sublingual,1,,5,,minute,,,,,,,,,87,98,every 5 min,every 5 minutes,,,,,,,,,,,
place 1 tablet (0.4 mg) by sublingual route every 5 minutes until relief is obtained not to exceed 3 tablets in a 15-minute period,place,0,5,place,1,,tablet,5,11, 1 tab,0.4,,mg,14,22, (0.4 mg,sublingual,27,37,sublingual,1,,5,,minute,,,,,,,,,44,55,every 5 min,every 5 minutes,,,,,,,,,,,
place 1 tablet (0.4 mg) under tongue at the first sign of an attack (chest pain). may use 1 tablet every 5 minutes up to a total of 3 tablets. do not exceed 3 tablets within a 15 minute period. if no relief from chest pain seek medical help immediately.,place,0,5,place,1,,tablet,5,11, 1 tab,0.4,,mg,14,22, (0.4 mg,sublingual,24,36,under tongue,1,,5,,minute,,,,,,,,,99,110,every 5 min,every 5 minutes,,,,,,,,,,,
please use to check blood glucose 4x/day before each meal and as needed. (please dispense per insurance formulary),use,7,10,use,,,,,,,,,,,,,,,,,1,,1,,day,,,,,,,,,37,40,day,daily,,,,,,,1,,62,71,as needed
po bid,,,,,,,,,,,,,,,,,oral,0,2,po,2,,1,,day,,,,,,,,,3,6,bid,twice daily,,,,,,,,,,,
po q day,,,,,,,,,,,,,,,,,oral,0,2,po,1,,1,,day,,,,,,,,,3,8,q day,daily,,,,,,,,,,,
po qd,,,,,,,,,,,,,,,,,oral,0,2,po,1,,1,,day,,,,,,,,,3,5,qd,daily,,,,,,,,,,,
po qday,,,,,,,,,,,,,,,,,oral,0,2,po,1,,1,,day,,,,,,,,,3,7,qday,daily,,,,,,,,,,,
po tid,,,,,,,,,,,,,,,,,oral,0,2,po,3,,1,,day,,,,,,,,,3,6,tid,3 times per day,,,,,,,,,,,
qd,,,,,,,,,,,,,,,,,,,,,1,,1,,day,,,,,,,,,0,2,qd,daily,,,,,,,,,,,
tablet one tablet by mouth every day,,,,,1,,tablet,6,14, one tab,,,,,,,oral,18,26,by mouth,1,,1,,day,,,,,,,,,27,36,every day,daily,,,,,,,,,,,
take 1/2 tablet by mouth every day,take,0,4,take,1/2,,tablet,4,12, 1/2 tab,,,,,,,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,34,every day,daily,,,,,,,,,,,
take ? tablet by mouth every other day.,take,0,4,take,,,,,,,,,,,,,oral,14,22,by mouth,1,,2,,day,,,,,,,,,23,38,every other day,every 2 days,,,,,,,,,,,
take 1 & 1/2 tablets by mouth every day,take,0,4,take,1/2,,tablet,8,16, 1/2 tab,,,,,,,oral,21,29,by mouth,1,,1,,day,,,,,,,,,30,39,every day,daily,,,,,,,,,,,
take 1 and 1/2 tablet by mouth every day,take,0,4,take,1/2,,tablet,10,18, 1/2 tab,,,,,,,oral,22,30,by mouth,1,,1,,day,,,,,,,,,31,40,every day,daily,,,,,,,,,,,
take 1 and 1/2 tablets by mouth every day,take,0,4,take,1/2,,tablet,10,18, 1/2 tab,,,,,,,oral,23,31,by mouth,1,,1,,day,,,,,,,,,32,41,every day,daily,,,,,,,,,,,
take 1 by mouth each day,take,0,4,take,,,,,,,,,,,,,oral,7,15,by mouth,1,,1,,day,,,,,,,,,16,24,each day,daily,,,,,,,,,,,
take 1 capsule by mouth every day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,oral,15,23,by mouth,1,,1,,day,,,,,,,,,24,33,every day,daily,,,,,,,,,,,
take 1 capsule by mouth every week,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,oral,15,23,by mouth,1,,1,,week,,,,,,,,,24,34,every week,every week,,,,,,,,,,,
take 1 capsule daily in the morning 1/2 hour before breakfast. *dns*,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,day,,,,,,,,,15,20,daily,daily,,,,,,,,,,,
take 1 capsule every day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,,,,,1,,1,,day,,,,,,,,,15,24,every day,daily,,,,,,,,,,,
take 1 tab bid,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,,,,,2,,1,,day,,,,,,,,,11,14,bid,twice daily,,,,,,,,,,,
take 1 tablet by mouth daily with breakfast,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,oral,14,22,by mouth,1,,1,,day,,,,,,,,,23,28,daily,daily,,,,,,,,,,,
take 1 tablet by mouth every day,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,oral,14,22,by mouth,1,,1,,day,,,,,,,,,23,32,every day,daily,,,,,,,,,,,
take 1 tablet by mouth every day as directed,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,oral,14,22,by mouth,1,,1,,day,,,,,,,,,23,32,every day,daily,,,,,,,,,,,
take 1 tablet by mouth every day as needed,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,oral,14,22,by mouth,1,,1,,day,,,,,,,,,23,32,every day,daily,,,,,,,1,,33,42,as needed
take 1 tablet by mouth every day for high blood pressure,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,oral,14,22,by mouth,1,,1,,day,,,,,,,,,23,32,every day,daily,,,,,,,,,,,
take 1 tablet by mouth every day with food,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,oral,14,22,by mouth,1,,1,,day,,,,,,,,,23,32,every day,daily,,,,,,,,,,,
take 1 tablet by mouth every day.,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,oral,14,22,by mouth,1,,1,,day,,,,,,,,,23,32,every day,daily,,,,,,,,,,,
take 1 tablet by mouth every day. **needs appt for further refills**,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,oral,14,22,by mouth,1,,1,,day,,,,,,,,,23,32,every day,daily,,,,,,,,,,,
take 1 tablet by mouth every day. *brand name only,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,oral,14,22,by mouth,1,,1,,day,,,,,,,,,23,32,every day,daily,,,,,,,,,,,
take 1 tablet by mouth every day. *replaces lisinopril*,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,oral,14,22,by mouth,1,,1,,day,,,,,,,,,23,32,every day,daily,,,,,,,,,,,
take 1 tablet by mouth every morning with breakfast,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,oral,14,22,by mouth,1,,1,,day,,,,,in the morning,,,,23,36,every morning,daily in the morning,,,,,,,,,,,
take 1 tablet by mouth every other day,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,oral,14,22,by mouth,1,,2,,day,,,,,,,,,23,38,every other day,every 2 days,,,,,,,,,,,
take 1 tablet by mouth every other day.,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,oral,14,22,by mouth,1,,2,,day,,,,,,,,,23,38,every other day,every 2 days,,,,,,,,,,,
take 1 tablet by mouth every week,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,oral,14,22,by mouth,1,,1,,week,,,,,,,,,23,33,every week,every week,,,,,,,,,,,
take 1 tablet by mouth everyday,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,oral,14,22,by mouth,1,,1,,day,,,,,,,,,23,31,everyday,daily,,,,,,,,,,,
take 1 tablet by mouth three times daily with meals,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,oral,14,22,by mouth,3,,1,,day,,,,,,,,,23,40,three times daily,3 times per day,,,,,,,,,,,
take 1 tablet by mouth twice a day with meals,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,oral,14,22,by mouth,1,,1,,day,,,,,,,,,31,34,day,daily,,,,,,,,,,,
take 1 tablet by mouth twice daily before meals,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,oral,14,22,by mouth,2,,1,,day,,,,,,,,,23,34,twice daily,twice daily,,,,,,,,,,,
take 1 tablet by mouth twice daily with meals,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,oral,14,22,by mouth,2,,1,,day,,,,,,,,,23,34,twice daily,twice daily,,,,,,,,,,,
take 1 tablet daily before breakfast,take,0,4,take,1,,tablet,4,10, 1 tab,,,,,,,,,,,1,,1,,day,,,,,,,,,14,19,daily,daily,,,,,,,,,,,
