original_sig_text,sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,when,when_text_start,when_text_end,when_text,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
TAKE 1 ML (400 UNITS TOTAL) BY MOUTH DAILY,take 1 ml 400 units total by mouth daily,take,0,4,take,1,,mL,4,9, 1 ml,400,,units,9,19, 400 units,by mouth,26,34,by mouth,1,,1,,day,,,,,,,,35,40,daily,daily,,,,,,,,,,,,,,,
CHEW 1 TABLET DAILY,chew 1 tablet daily,chew,0,4,chew,1,,tablet,4,13, 1 tablet,,,,,,,,,,,1,,1,,day,,,,,,,,14,19,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (500 MG TOTAL) BY MOUTH EVERY 12 HOURS,take 1 tablet 500 mg total by mouth every 12 hours,take,0,4,take,1,,tablet,4,13, 1 tablet,500,,mg,13,20, 500 mg,by mouth,27,35,by mouth,1,,12,,hour,,,,,,,,36,49,every 12 hour,every 12 hours,,,,,,,,,,,,,,,
TAKE 1 CAPSULE (100 MG TOTAL) BY MOUTH 2 TIMES A DAY FOR 7 DAYS,take 1 capsule 100 mg total by mouth 2 times a day for 7 days,take,0,4,take,1,,capsule,4,14, 1 capsule,100,,mg,14,21, 100 mg,by mouth,28,36,by mouth,2,,1,,day,,,,,,,,37,50,2 times a day,twice daily,,,,,7,,day,51,60,7 day,,,,,
TAKE 1 TABLET (500 MG TOTAL) BY MOUTH 2 TIMES A DAY FOR 7 DAYS,take 1 tablet 500 mg total by mouth 2 times a day for 7 days,take,0,4,take,1,,tablet,4,13, 1 tablet,500,,mg,13,20, 500 mg,by mouth,27,35,by mouth,2,,1,,day,,,,,,,,36,49,2 times a day,twice daily,,,,,7,,day,50,59,7 day,,,,,
TAKE 1 TABLET (200 MG TOTAL) BY MOUTH DAILY,take 1 tablet 200 mg total by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,200,,mg,13,20, 200 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,41,daily,daily,,,,,,,,,,,,,,,
TAKE 200 MG BY MOUTH DAILY,take 200 mg by mouth daily,take,0,4,take,,,,,,,200,,mg,4,11, 200 mg,by mouth,12,20,by mouth,1,,1,,day,,,,,,,,21,26,daily,daily,,,,,,,,,,,,,,,
TAKE 2 TABLETS BY MOUTH 2 TIMES A DAY,take 2 tablets by mouth 2 times a day,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,15,23,by mouth,2,,1,,day,,,,,,,,24,37,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 500 MG BY MOUTH 2 TIMES A DAY,take 500 mg by mouth 2 times a day,take,0,4,take,,,,,,,500,,mg,4,11, 500 mg,by mouth,12,20,by mouth,2,,1,,day,,,,,,,,21,34,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (500 MG TOTAL) BY MOUTH DAILY,take 1 tablet 500 mg total by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,500,,mg,13,20, 500 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,41,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH EVERY 4 HOURS AS NEEDED FOR MODERATE PAIN FOR UP TO 3 DAYS,take 1 tablet by mouth every 4 hours as needed for moderate pain for up to 3 days,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,4,,hour,,,,,,,,23,35,every 4 hour,every 4 hours,,,,,,,,,,,1,moderate pain,37,81,as needed for moderate pain for up to 3 days
TAKE 1 CAPSULE (20 MG TOTAL) BY MOUTH EVERY MORNING,take 1 capsule 20 mg total by mouth every morning,take,0,4,take,1,,capsule,4,14, 1 capsule,20,,mg,14,20, 20 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,49,every morning,daily,in the morning,36,49,every morning,,,,,,,,,,,
TAKE 1 TABLET (80 MG TOTAL) BY MOUTH DAILY,take 1 tablet 80 mg total by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,80,,mg,13,19, 80 mg,by mouth,26,34,by mouth,1,,1,,day,,,,,,,,35,40,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (600 MG TOTAL) BY MOUTH EVERY 6 HOURS FOR 10 DAYS,take 1 tablet 600 mg total by mouth every 6 hours for 10 days,take,0,4,take,1,,tablet,4,13, 1 tablet,600,,mg,13,20, 600 mg,by mouth,27,35,by mouth,1,,6,,hour,,,,,,,,36,48,every 6 hour,every 6 hours,,,,,10,,day,50,60,10 day,,,,,
TAKE 1 TABLET (150 MG TOTAL) BY MOUTH DAILY,take 1 tablet 150 mg total by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,150,,mg,13,20, 150 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,41,daily,daily,,,,,,,,,,,,,,,
PLACE 1 PATCH ON THE SKIN DAILY,place 1 patch on the skin daily,place,0,5,place,1,,transdermal patch,5,13, 1 patch,,,,,,,transdermally,8,13,patch,1,,1,,day,,,,,,,,26,31,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH TWICE DAILY,take 1 tablet by mouth twice daily,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,2,,1,,day,,,,,,,,23,34,twice daily,twice daily,,,,,,,,,,,,,,,
ADMINISTER 2 SPRAYS INTO EACH NOSTRIL 2 TIMES A DAY. USE IN EACH NOSTRIL AS DIRECTED,administer 2 sprays into each nostril 2 times a day use in each nostril as directed,administer,0,10,administer,2,,spray,10,18, 2 spray,,,,,,,in each nostril,20,37,into each nostril,2,,1,,day,,,,,,,,38,51,2 times a day,twice daily,,,,,,,,,,,,,,,
INHALE 1 PUFF 2 TIMES A DAY. RINSE MOUTH WITH WATER AFTER USE. DO NOT SWALLOW,inhale 1 puff 2 times a day rinse mouth with water after use do not swallow,inhale,0,6,inhale,1,,puff,6,13, 1 puff,,,,,,,via inhalation,0,6,inhale,2,,1,,day,,,,,,,,14,27,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE (100 MG TOTAL) BY MOUTH EVERY 12 HOURS FOR 10 DAYS,take 1 capsule 100 mg total by mouth every 12 hours for 10 days,take,0,4,take,1,,capsule,4,14, 1 capsule,100,,mg,14,21, 100 mg,by mouth,28,36,by mouth,1,,12,,hour,,,,,,,,37,50,every 12 hour,every 12 hours,,,,,10,,day,52,62,10 day,,,,,
APPLY 1 APPLICATION TOPICALLY 2 TIMES A DAY,apply 1 application topically 2 times a day,apply,0,5,apply,1,,application,5,19, 1 application,,,,,,,topically,0,5,apply,2,,1,,day,,,,,,,,30,43,2 times a day,twice daily,,,,,,,,,,,,,,,
"TAKE 1,000 UNITS BY MOUTH DAILY",take 1000 units by mouth daily,take,0,4,take,,,,,,,1000,,units,4,15, 1000 units,by mouth,16,24,by mouth,1,,1,,day,,,,,,,,25,30,daily,daily,,,,,,,,,,,,,,,
TAKE 60 MG BY MOUTH DAILY,take 60 mg by mouth daily,take,0,4,take,,,,,,,60,,mg,4,10, 60 mg,by mouth,11,19,by mouth,1,,1,,day,,,,,,,,20,25,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (150 MG TOTAL) BY MOUTH ONCE FOR 1 DOSE,take 1 tablet 150 mg total by mouth once for 1 dose,take,0,4,take,1,,tablet,4,13, 1 tablet,150,,mg,13,20, 150 mg,by mouth,27,35,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APPLY 1 PATCH TOPICALLY DAILY. REMOVE & DISCARD PATCH WITHIN 12 HOURS OR AS DIRECTED BY MD,apply 1 patch topically daily remove & discard patch within 12 hours or as directed by md,apply,0,5,apply,1,,transdermal patch,5,13, 1 patch,,,,,,,topically,0,5,apply,1,,1,,day,,,,,,,,24,29,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (500 MG TOTAL) BY MOUTH 2 TIMES A DAY,take 1 tablet 500 mg total by mouth 2 times a day,take,0,4,take,1,,tablet,4,13, 1 tablet,500,,mg,13,20, 500 mg,by mouth,27,35,by mouth,2,,1,,day,,,,,,,,36,49,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (75 MG TOTAL) BY MOUTH 2 TIMES A DAY,take 1 tablet 75 mg total by mouth 2 times a day,take,0,4,take,1,,tablet,4,13, 1 tablet,75,,mg,13,19, 75 mg,by mouth,26,34,by mouth,2,,1,,day,,,,,,,,35,48,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE (100 MG TOTAL) BY MOUTH 2 TIMES A DAY,take 1 capsule 100 mg total by mouth 2 times a day,take,0,4,take,1,,capsule,4,14, 1 capsule,100,,mg,14,21, 100 mg,by mouth,28,36,by mouth,2,,1,,day,,,,,,,,37,50,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (0.35 MG TOTAL) BY MOUTH DAILY,take 1 tablet 0.35 mg total by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,0.35,,mg,13,21, 0.35 mg,by mouth,28,36,by mouth,1,,1,,day,,,,,,,,37,42,daily,daily,,,,,,,,,,,,,,,
APPLY 1 APPLICATION TOPICALLY 3 TIMES A DAY FOR 7 DAYS,apply 1 application topically 3 times a day for 7 days,apply,0,5,apply,1,,application,5,19, 1 application,,,,,,,topically,0,5,apply,3,,1,,day,,,,,,,,30,43,3 times a day,3 times per day,,,,,7,,day,44,53,7 day,,,,,
TAKE 1 TABLET (75 MCG TOTAL) BY MOUTH DAILY,take 1 tablet 75 mcg total by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,75,,mcg,13,20, 75 mcg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,41,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (5 MG TOTAL) BY MOUTH EVERY NIGHT,take 1 tablet 5 mg total by mouth every night,take,0,4,take,1,,tablet,4,13, 1 tablet,5,,mg,13,18, 5 mg,by mouth,25,33,by mouth,1,,1,,day,,,,,,,,34,45,every night,daily,at night,34,45,every night,,,,,,,,,,,
TAKE 1 CAPSULE (100 MG TOTAL) BY MOUTH 2 TIMES A DAY FOR 10 DAYS,take 1 capsule 100 mg total by mouth 2 times a day for 10 days,take,0,4,take,1,,capsule,4,14, 1 capsule,100,,mg,14,21, 100 mg,by mouth,28,36,by mouth,2,,1,,day,,,,,,,,37,50,2 times a day,twice daily,,,,,10,,day,51,61,10 day,,,,,
TAKE 1 TABLET BY MOUTH,take 1 tablet by mouth,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAKE 1 CAPSULE (10 MG TOTAL) BY MOUTH DAILY,take 1 capsule 10 mg total by mouth daily,take,0,4,take,1,,capsule,4,14, 1 capsule,10,,mg,14,20, 10 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,41,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (12.5 MG TOTAL) BY MOUTH DAILY,take 1 tablet 12.5 mg total by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,12.5,,mg,13,21, 12.5 mg,by mouth,28,36,by mouth,1,,1,,day,,,,,,,,37,42,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH 3 TIMES A DAY,take 1 tablet by mouth 3 times a day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,3,,1,,day,,,,,,,,23,36,3 times a day,3 times per day,,,,,,,,,,,,,,,
TAKE 2 TABLETS (40 MG TOTAL) BY MOUTH DAILY FOR 5 DAYS,take 2 tablets 40 mg total by mouth daily for 5 days,take,0,4,take,2,,tablet,4,14, 2 tablets,40,,mg,14,20, 40 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,41,daily,daily,,,,,5,,day,42,51,5 day,,,,,
TAKE 1 CAPSULE (200 MG TOTAL) BY MOUTH 3 TIMES A DAY AS NEEDED FOR COUGH,take 1 capsule 200 mg total by mouth 3 times a day as needed for cough,take,0,4,take,1,,capsule,4,14, 1 capsule,200,,mg,14,21, 200 mg,by mouth,28,36,by mouth,3,,1,,day,,,,,,,,37,50,3 times a day,3 times per day,,,,,,,,,,,1,cough,51,70,as needed for cough
TAKE 1 TABLET (50 MCG TOTAL) BY MOUTH DAILY,take 1 tablet 50 mcg total by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,50,,mcg,13,20, 50 mcg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,41,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (80 MG TOTAL) BY MOUTH EVERY NIGHT,take 1 tablet 80 mg total by mouth every night,take,0,4,take,1,,tablet,4,13, 1 tablet,80,,mg,13,19, 80 mg,by mouth,26,34,by mouth,1,,1,,day,,,,,,,,35,46,every night,daily,at night,35,46,every night,,,,,,,,,,,
2 TIMES A DAY,2 times a day,,,,,,,,,,,,,,,,,,,,,2,,1,,day,,,,,,,,0,13,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH EVERY 6 HOURS AS NEEDED,take 1 tablet by mouth every 6 hours as needed,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,6,,hour,,,,,,,,23,35,every 6 hour,every 6 hours,,,,,,,,,,,1,,37,46,as needed
TAKE 1 TABLET (100 MG TOTAL) BY MOUTH 2 TIMES A DAY,take 1 tablet 100 mg total by mouth 2 times a day,take,0,4,take,1,,tablet,4,13, 1 tablet,100,,mg,13,20, 100 mg,by mouth,27,35,by mouth,2,,1,,day,,,,,,,,36,49,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 0.5 TABLETS (12.5 MG TOTAL) BY MOUTH DAILY,take 0.5 tablets 12.5 mg total by mouth daily,take,0,4,take,0.5,,tablet,4,16, 0.5 tablets,12.5,,mg,16,24, 12.5 mg,by mouth,31,39,by mouth,1,,1,,day,,,,,,,,40,45,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (10 MG TOTAL) BY MOUTH EVERY 6 HOURS AS NEEDED FOR MODERATE PAIN FOR UP TO 5 DAYS,take 1 tablet 10 mg total by mouth every 6 hours as needed for moderate pain for up to 5 days,take,0,4,take,1,,tablet,4,13, 1 tablet,10,,mg,13,19, 10 mg,by mouth,26,34,by mouth,1,,6,,hour,,,,,,,,35,47,every 6 hour,every 6 hours,,,,,,,,,,,1,moderate pain,49,93,as needed for moderate pain for up to 5 days
TAKE 150 MG BY MOUTH DAILY,take 150 mg by mouth daily,take,0,4,take,,,,,,,150,,mg,4,11, 150 mg,by mouth,12,20,by mouth,1,,1,,day,,,,,,,,21,26,daily,daily,,,,,,,,,,,,,,,
TAKE 1 MG BY MOUTH DAILY,take 1 mg by mouth daily,take,0,4,take,,,,,,,1,,mg,4,9, 1 mg,by mouth,10,18,by mouth,1,,1,,day,,,,,,,,19,24,daily,daily,,,,,,,,,,,,,,,
TAKE 50 MG BY MOUTH 2 TIMES A DAY,take 50 mg by mouth 2 times a day,take,0,4,take,,,,,,,50,,mg,4,10, 50 mg,by mouth,11,19,by mouth,2,,1,,day,,,,,,,,20,33,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (500 MG TOTAL) BY MOUTH EVERY 12 HOURS FOR 7 DAYS,take 1 tablet 500 mg total by mouth every 12 hours for 7 days,take,0,4,take,1,,tablet,4,13, 1 tablet,500,,mg,13,20, 500 mg,by mouth,27,35,by mouth,1,,12,,hour,,,,,,,,36,49,every 12 hour,every 12 hours,,,,,7,,day,51,60,7 day,,,,,
TAKE 300 MG BY MOUTH DAILY,take 300 mg by mouth daily,take,0,4,take,,,,,,,300,,mg,4,11, 300 mg,by mouth,12,20,by mouth,1,,1,,day,,,,,,,,21,26,daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE BY MOUTH EVERY DAY,take 1 capsule by mouth every day,take,0,4,take,1,,capsule,4,14, 1 capsule,,,,,,,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,33,every day,daily,,,,,,,,,,,,,,,
TAKE 25 MG BY MOUTH 2 TIMES A DAY,take 25 mg by mouth 2 times a day,take,0,4,take,,,,,,,25,,mg,4,10, 25 mg,by mouth,11,19,by mouth,2,,1,,day,,,,,,,,20,33,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH 2 TIMES A DAY FOR 10 DAYS,take 1 tablet by mouth 2 times a day for 10 days,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,2,,1,,day,,,,,,,,23,36,2 times a day,twice daily,,,,,10,,day,37,47,10 day,,,,,
TAKE 10 MG BY MOUTH 2 TIMES A DAY,take 10 mg by mouth 2 times a day,take,0,4,take,,,,,,,10,,mg,4,10, 10 mg,by mouth,11,19,by mouth,2,,1,,day,,,,,,,,20,33,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (100 MCG TOTAL) BY MOUTH DAILY,take 1 tablet 100 mcg total by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,100,,mcg,13,21, 100 mcg,by mouth,28,36,by mouth,1,,1,,day,,,,,,,,37,42,daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE (100 MG TOTAL) BY MOUTH 2 TIMES A DAY AS NEEDED FOR CONSTIPATION FOR UP TO 10 DAYS,take 1 capsule 100 mg total by mouth 2 times a day as needed for constipation for up to 10 days,take,0,4,take,1,,capsule,4,14, 1 capsule,100,,mg,14,21, 100 mg,by mouth,28,36,by mouth,2,,1,,day,,,,,,,,37,50,2 times a day,twice daily,,,,,,,,,,,1,constipation,51,95,as needed for constipation for up to 10 days
ADMINISTER 2 SPRAYS INTO EACH NOSTRIL 2 TIMES A DAY,administer 2 sprays into each nostril 2 times a day,administer,0,10,administer,2,,spray,10,18, 2 spray,,,,,,,in each nostril,20,37,into each nostril,2,,1,,day,,,,,,,,38,51,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (25 MG TOTAL) BY MOUTH EVERY NIGHT,take 1 tablet 25 mg total by mouth every night,take,0,4,take,1,,tablet,4,13, 1 tablet,25,,mg,13,19, 25 mg,by mouth,26,34,by mouth,1,,1,,day,,,,,,,,35,46,every night,daily,at night,35,46,every night,,,,,,,,,,,
TAKE 1 CAPSULE (40 MG TOTAL) BY MOUTH EVERY MORNING,take 1 capsule 40 mg total by mouth every morning,take,0,4,take,1,,capsule,4,14, 1 capsule,40,,mg,14,20, 40 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,49,every morning,daily,in the morning,36,49,every morning,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH TWICE A DAY,take 1 tablet by mouth twice a day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,2,,1,,day,,,,,,,,23,34,twice a day,twice daily,,,,,,,,,,,,,,,
"TAKE 50,000 UNITS BY MOUTH WEEKLY",take 50000 units by mouth weekly,take,0,4,take,,,,,,,50000,,units,4,16, 50000 units,by mouth,17,25,by mouth,1,,1,,week,,,,,,,,26,32,weekly,every week,,,,,,,,,,,,,,,
INHALE 2 PUFFS 2 TIMES A DAY. USE SPACER WHEN INHALING. RINSE MOUTH WITH WATER AFTER USE. DO NOT SWALLOW,inhale 2 puffs 2 times a day use spacer when inhaling rinse mouth with water after use do not swallow,inhale,0,6,inhale,2,,puff,6,13, 2 puff,,,,,,,via inhalation,0,6,inhale,2,,1,,day,,,,,,,,15,28,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE 17 G BY MOUTH DAILY FOR 3 DAYS,take 17 g by mouth daily for 3 days,take,0,4,take,,,,,,,17,,g,4,9, 17 g,by mouth,10,18,by mouth,1,,1,,day,,,,,,,,19,24,daily,daily,,,,,3,,day,25,34,3 day,,,,,
"TAKE 2 TABLETS (1,000 MG TOTAL) BY MOUTH 2 TIMES A DAY (WITH BREAKFAST AND DINNER)",take 2 tablets 1000 mg total by mouth 2 times a day with breakfast and dinner,take,0,4,take,2,,tablet,4,14, 2 tablets,1000,,mg,14,22, 1000 mg,by mouth,29,37,by mouth,2,,1,,day,,,,,,,,38,51,2 times a day,twice daily,with breakfast,52,66,with breakfast,,,,,,,,,,,
TAKE 1 TABLET (100 MG TOTAL) BY MOUTH EVERY NIGHT,take 1 tablet 100 mg total by mouth every night,take,0,4,take,1,,tablet,4,13, 1 tablet,100,,mg,13,20, 100 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,47,every night,daily,at night,36,47,every night,,,,,,,,,,,
TAKE ONE CAPSULE BY MOUTH DAILY,take one capsule by mouth daily,take,0,4,take,1,,capsule,4,16, one capsule,,,,,,,by mouth,17,25,by mouth,1,,1,,day,,,,,,,,26,31,daily,daily,,,,,,,,,,,,,,,
TAKE 40 MG BY MOUTH 2 TIMES A DAY,take 40 mg by mouth 2 times a day,take,0,4,take,,,,,,,40,,mg,4,10, 40 mg,by mouth,11,19,by mouth,2,,1,,day,,,,,,,,20,33,2 times a day,twice daily,,,,,,,,,,,,,,,
TAKE AS DIRECTED ON PACKAGE,take as directed on package,take,0,4,take,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16,as directed,,,,,,,,,,,,,,,,
"TAKE 1,000 MCG BY MOUTH DAILY",take 1000 mcg by mouth daily,take,0,4,take,,,,,,,1000,,mcg,4,13, 1000 mcg,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH  DAILY,take 1 tablet by mouth daily,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,28,daily,daily,,,,,,,,,,,,,,,
INHALE 1 PUFF DAILY,inhale 1 puff daily,inhale,0,6,inhale,1,,puff,6,13, 1 puff,,,,,,,via inhalation,0,6,inhale,1,,1,,day,,,,,,,,14,19,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH EVERY NIGHT,take 1 tablet by mouth every night,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,1,,day,,,,,,,,23,34,every night,daily,at night,23,34,every night,,,,,,,,,,,
TAKE 1 CAPSULE (300 MG TOTAL) BY MOUTH EVERY NIGHT,take 1 capsule 300 mg total by mouth every night,take,0,4,take,1,,capsule,4,14, 1 capsule,300,,mg,14,21, 300 mg,by mouth,28,36,by mouth,1,,1,,day,,,,,,,,37,48,every night,daily,at night,37,48,every night,,,,,,,,,,,
TAKE 2.5 MG BY MOUTH DAILY,take 2.5 mg by mouth daily,take,0,4,take,,,,,,,2.5,,mg,4,11, 2.5 mg,by mouth,12,20,by mouth,1,,1,,day,,,,,,,,21,26,daily,daily,,,,,,,,,,,,,,,
TAKE 1 CAPSULE (300 MG TOTAL) BY MOUTH EVERY 12 HOURS FOR 10 DAYS,take 1 capsule 300 mg total by mouth every 12 hours for 10 days,take,0,4,take,1,,capsule,4,14, 1 capsule,300,,mg,14,21, 300 mg,by mouth,28,36,by mouth,1,,12,,hour,,,,,,,,37,50,every 12 hour,every 12 hours,,,,,10,,day,52,62,10 day,,,,,
TAKE 2 TABLETS BY MOUTH DAILY,take 2 tablets by mouth daily,take,0,4,take,2,,tablet,4,14, 2 tablets,,,,,,,by mouth,15,23,by mouth,1,,1,,day,,,,,,,,24,29,daily,daily,,,,,,,,,,,,,,,
TAKE 1 TABLET (5 MG TOTAL) BY MOUTH EVERY 6 HOURS AS NEEDED FOR SEVERE PAIN FOR UP TO 3 DAYS,take 1 tablet 5 mg total by mouth every 6 hours as needed for severe pain for up to 3 days,take,0,4,take,1,,tablet,4,13, 1 tablet,5,,mg,13,18, 5 mg,by mouth,25,33,by mouth,1,,6,,hour,,,,,,,,34,46,every 6 hour,every 6 hours,,,,,,,,,,,1,severe pain,48,90,as needed for severe pain for up to 3 days
TAKE 17 G BY MOUTH DAILY,take 17 g by mouth daily,take,0,4,take,,,,,,,17,,g,4,9, 17 g,by mouth,10,18,by mouth,1,,1,,day,,,,,,,,19,24,daily,daily,,,,,,,,,,,,,,,
"TAKE 2 TABLETS (500 MG TOTAL) BY MOUTH DAILY FOR 1 DAY, THEN 1 TABLET (250 MG TOTAL) DAILY FOR 4 DAYS",take 2 tablets 500 mg total by mouth daily for 1 day then 1 tablet 250 mg total daily for 4 days,take,0,4,take,2,,tablet,4,14, 2 tablets,500,,mg,14,21, 500 mg,by mouth,28,36,by mouth,1,,1,,day,,,,,,,,37,42,daily,daily,,,,,1,,day,43,52,1 day,,,,,
TAKE 12.5 MG BY MOUTH DAILY,take 12.5 mg by mouth daily,take,0,4,take,,,,,,,12.5,,mg,4,12, 12.5 mg,by mouth,13,21,by mouth,1,,1,,day,,,,,,,,22,27,daily,daily,,,,,,,,,,,,,,,
TAKE BY MOUTH EVERY NIGHT,take by mouth every night,take,0,4,take,,,,,,,,,,,,,by mouth,5,13,by mouth,1,,1,,day,,,,,,,,14,25,every night,daily,at night,14,25,every night,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH EVERY 8 HOURS AS NEEDED FOR MODERATE PAIN,take 1 tablet by mouth every 8 hours as needed for moderate pain,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,1,,8,,hour,,,,,,,,23,35,every 8 hour,every 8 hours,,,,,,,,,,,1,moderate pain,37,64,as needed for moderate pain
TAKE 1 TABLET EVERY DAY,take 1 tablet every day,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,,,,,1,,1,,day,,,,,,,,14,23,every day,daily,,,,,,,,,,,,,,,
APPLY TOPICALLY EVERY NIGHT,apply topically every night,apply,0,5,apply,,,,,,,,,,,,,topically,0,5,apply,1,,1,,day,,,,,,,,16,27,every night,daily,at night,16,27,every night,,,,,,,,,,,
TAKE 1 TABLET (150 MG TOTAL) BY MOUTH EVERY MORNING,take 1 tablet 150 mg total by mouth every morning,take,0,4,take,1,,tablet,4,13, 1 tablet,150,,mg,13,20, 150 mg,by mouth,27,35,by mouth,1,,1,,day,,,,,,,,36,49,every morning,daily,in the morning,36,49,every morning,,,,,,,,,,,
TAKE 400 MG BY MOUTH DAILY,take 400 mg by mouth daily,take,0,4,take,,,,,,,400,,mg,4,11, 400 mg,by mouth,12,20,by mouth,1,,1,,day,,,,,,,,21,26,daily,daily,,,,,,,,,,,,,,,
TAKE 10 MG BY MOUTH EVERY EVENING,take 10 mg by mouth every evening,take,0,4,take,,,,,,,10,,mg,4,10, 10 mg,by mouth,11,19,by mouth,1,,1,,day,,,,,,,,20,33,every evening,daily,in the evening,20,33,every evening,,,,,,,,,,,
TAKE 1 TABLET BY MOUTH 2 TIMES A DAY FOR 7 DAYS,take 1 tablet by mouth 2 times a day for 7 days,take,0,4,take,1,,tablet,4,13, 1 tablet,,,,,,,by mouth,14,22,by mouth,2,,1,,day,,,,,,,,23,36,2 times a day,twice daily,,,,,7,,day,37,46,7 day,,,,,
TAKE 10 MG BY MOUTH,take 10 mg by mouth,take,0,4,take,,,,,,,10,,mg,4,10, 10 mg,by mouth,11,19,by mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
