sig_text,method,method_text_start,method_text_end,method_text,dose,dose_max,dose_unit,dose_text_start,dose_text_end,dose_text,strength,strength_max,strength_unit,strength_text_start,strength_text_end,strength_text,route,route_text_start,route_text_end,route_text,frequency,frequency_max,period,period_max,period_unit,time_duration,time_duration_unit,day_of_week,time_of_day,when,offset,bounds,count,frequency_text_start,frequency_text_end,frequency_text,frequency_readable,duration,duration_max,duration_unit,duration_text_start,duration_text_end,duration_text,as_needed,indication,indication_text_start,indication_text_end,indication_text
1 tab daily by mouth,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,12,20,by mouth,1,,1,,day,,,,,,,,,6,11,daily,daily,,,,,,,,,,,
1 tablet orally daily,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,15,orally,1,,1,,day,,,,,,,,,16,21,daily,daily,,,,,,,,,,,
(Also Known As Zestoretic) 1 tablet by mouth daily,,,,,1,,tablet,26,32, 1 tab,,,,,,,oral,36,44,by mouth,1,,1,,day,,,,,,,,,45,50,daily,daily,,,,,,,,,,,
40 mg once daily,,,,,,,,,,,40,,mg,0,5,40 mg,,,,,1,,1,,day,,,,,,,,,6,16,once daily,daily,,,,,,,,,,,
1000 MG orally every 8 hours,,,,,,,,,,,1000,,mg,0,7,1000 MG,oral,8,14,orally,1,,8,,hour,,,,,,,,,15,27,every 8 hour,every 8 hours,,,,,,,,,,,
1 tablet by mouth as needed,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,,,,,,,,,,,,,,,,,,,,,,,,1,,18,27,as needed
10 mg one tablet by mouth daily,,,,,1,,tablet,5,13, one tab,10,,mg,0,5,10 mg,oral,17,25,by mouth,1,,1,,day,,,,,,,,,26,31,daily,daily,,,,,,,,,,,
1 tab orally once daily,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,6,12,orally,1,,1,,day,,,,,,,,,13,23,once daily,daily,,,,,,,,,,,
1000mg by mouth daily ,,,,,,,,,,,1000,,mg,0,6,1000mg,oral,7,15,by mouth,1,,1,,day,,,,,,,,,16,21,daily,daily,,,,,,,,,,,
(Also Known As Prozac) 1 capsule by mouth daily,,,,,1,,capsule,22,32, 1 capsule,,,,,,,oral,33,41,by mouth,1,,1,,day,,,,,,,,,42,47,daily,daily,,,,,,,,,,,
1 tablet by mouth three times a day as needed for pain,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,3,,1,,day,,,,,,,,,18,35,three times a day,3 times per day,,,,,,,1,pain,36,54,as needed for pain
1 capsule by mouth every evening at bedtime,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,day,,,,,in the evening,,,,19,32,every evening,daily in the evening,,,,,,,,,,,
1 tablet by mouth twice daily,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,2,,1,,day,,,,,,,,,18,29,twice daily,twice daily,,,,,,,,,,,
(Also Known As Augmentin) 1 tablet by mouth every 12 hours for 10 days,,,,,1,,tablet,25,31, 1 tab,,,,,,,oral,35,43,by mouth,1,,12,,hour,,,,,,,,,44,57,every 12 hour,every 12 hours,10,,day,59,69,10 day,,,,,
(Also Known As Hyzaar) 1 tablet by mouth daily,,,,,1,,tablet,22,28, 1 tab,,,,,,,oral,32,40,by mouth,1,,1,,day,,,,,,,,,41,46,daily,daily,,,,,,,,,,,
25mg 1 tablet by mouth daily,,,,,1,,tablet,4,10, 1 tab,25,,mg,0,4,25mg,oral,14,22,by mouth,1,,1,,day,,,,,,,,,23,28,daily,daily,,,,,,,,,,,
2 tablets by mouth every evening at bedtime,,,,,2,,tablet,0,5,2 tab,,,,,,,oral,10,18,by mouth,1,,1,,day,,,,,in the evening,,,,19,32,every evening,daily in the evening,,,,,,,,,,,
(Also Known As Neurontin) 1 capsule by mouth every evening at bedtime,,,,,1,,capsule,25,35, 1 capsule,,,,,,,oral,36,44,by mouth,1,,1,,day,,,,,in the evening,,,,45,58,every evening,daily in the evening,,,,,,,,,,,
1 tab orally every 4 hours as needed,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,6,12,orally,1,,4,,hour,,,,,,,,,13,25,every 4 hour,every 4 hours,,,,,,,1,,27,36,as needed
evaluation and treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50mg 1 tablet by mouth daily,,,,,1,,tablet,4,10, 1 tab,50,,mg,0,4,50mg,oral,14,22,by mouth,1,,1,,day,,,,,,,,,23,28,daily,daily,,,,,,,,,,,
100 mg by mouth daily,,,,,,,,,,,100,,mg,0,6,100 mg,oral,7,15,by mouth,1,,1,,day,,,,,,,,,16,21,daily,daily,,,,,,,,,,,
(Also Known As Flomax) 1 capsule by mouth daily,,,,,1,,capsule,22,32, 1 capsule,,,,,,,oral,33,41,by mouth,1,,1,,day,,,,,,,,,42,47,daily,daily,,,,,,,,,,,
(Also Known As Norco) 1 tablet by mouth every 6 hours as needed for pain,,,,,1,,tablet,21,27, 1 tab,,,,,,,oral,31,39,by mouth,1,,6,,hour,,,,,,,,,40,52,every 6 hour,every 6 hours,,,,,,,1,pain,54,72,as needed for pain
"325 mg orally once daily, in the morning",,,,,,,,,,,325,,mg,0,6,325 mg,oral,7,13,orally,1,,1,,day,,,,,,,,,14,24,once daily,daily,,,,,,,,,,,
2 puffs as needed,,,,,2,,pressurised inhalation,0,6,2 puff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,8,17,as needed
(Also Known As Zocor) 1 tablet by mouth every evening,,,,,1,,tablet,21,27, 1 tab,,,,,,,oral,31,39,by mouth,1,,1,,day,,,,,in the evening,,,,40,53,every evening,daily in the evening,,,,,,,,,,,
(Also Known As Flonase) 1 spray in each nostril daily,spray,26,31,spray,1,,spray dose form,23,31, 1 spray,,,,,,,nasal route,32,47,in each nostril,1,,1,,day,,,,,,,,,48,53,daily,daily,,,,,,,,,,,
(Also Known As Prilosec) 1 capsule by mouth twice a day,,,,,1,,capsule,24,34, 1 capsule,,,,,,,oral,35,43,by mouth,2,,1,,day,,,,,,,,,44,55,twice a day,twice daily,,,,,,,,,,,
(Also Known As Wellbutrin XL) 1 tablet by mouth daily,,,,,1,,tablet,29,35, 1 tab,,,,,,,oral,39,47,by mouth,1,,1,,day,,,,,,,,,48,53,daily,daily,,,,,,,,,,,
40 mg orally once daily,,,,,,,,,,,40,,mg,0,5,40 mg,oral,6,12,orally,1,,1,,day,,,,,,,,,13,23,once daily,daily,,,,,,,,,,,
1 tab by mouth once daily,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,25,once daily,daily,,,,,,,,,,,
25 mg by mouth daily,,,,,,,,,,,25,,mg,0,5,25 mg,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,20,daily,daily,,,,,,,,,,,
1 capsule by mouth three times a day,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,3,,1,,day,,,,,,,,,19,36,three times a day,3 times per day,,,,,,,,,,,
1 tablet by mouth twice a day as needed for constipation,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,2,,1,,day,,,,,,,,,18,29,twice a day,twice daily,,,,,,,1,constipation,30,56,as needed for constipation
10 mg orally once daily,,,,,,,,,,,10,,mg,0,5,10 mg,oral,6,12,orally,1,,1,,day,,,,,,,,,13,23,once daily,daily,,,,,,,,,,,
one tablet daily by mouth,,,,,1,,tablet,0,7,one tab,,,,,,,oral,17,25,by mouth,1,,1,,day,,,,,,,,,11,16,daily,daily,,,,,,,,,,,
(Also Known As Mobic) 1 tablet by mouth daily as needed for pain,,,,,1,,tablet,21,27, 1 tab,,,,,,,oral,31,39,by mouth,1,,1,,day,,,,,,,,,40,45,daily,daily,,,,,,,1,pain,46,64,as needed for pain
1 tablet by mouth daily for 5 days,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,1,,day,,,,,,,,,18,23,daily,daily,5,,day,24,33,5 day,,,,,
1 capsule by mouth twice a day as needed for constipation,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,2,,1,,day,,,,,,,,,19,30,twice a day,twice daily,,,,,,,1,constipation,31,57,as needed for constipation
325mg by mouth daily,,,,,,,,,,,325,,mg,0,5,325mg,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,20,daily,daily,,,,,,,,,,,
1 tablet by mouth every 6 hours for 14 days as needed for pain,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,6,,hour,,,,,,,,,18,30,every 6 hour,every 6 hours,14,,day,32,42,14 day,1,pain,44,62,as needed for pain
apply 2 gram to the affected area(s) by topical route 4 times per day,apply,0,5,apply,,,,,,,2,,g,5,12, 2 gram,topical route,40,47,topical,4,,1,,day,,,,,,,,,54,69,4 times per day,4 times per day,,,,,,,,,,,
by mouth twice daily,,,,,,,,,,,,,,,,,oral,0,8,by mouth,2,,1,,day,,,,,,,,,9,20,twice daily,twice daily,,,,,,,,,,,
20 mg orally daily,,,,,,,,,,,20,,mg,0,5,20 mg,oral,6,12,orally,1,,1,,day,,,,,,,,,13,18,daily,daily,,,,,,,,,,,
500mg twice daily,,,,,,,,,,,500,,mg,0,5,500mg,,,,,2,,1,,day,,,,,,,,,6,17,twice daily,twice daily,,,,,,,,,,,
100mg once daily,,,,,,,,,,,100,,mg,0,5,100mg,,,,,1,,1,,day,,,,,,,,,6,16,once daily,daily,,,,,,,,,,,
75mg by mouth daily,,,,,,,,,,,75,,mg,0,4,75mg,oral,5,13,by mouth,1,,1,,day,,,,,,,,,14,19,daily,daily,,,,,,,,,,,
20 mg one tablet by mouth daily ,,,,,1,,tablet,5,13, one tab,20,,mg,0,5,20 mg,oral,17,25,by mouth,1,,1,,day,,,,,,,,,26,31,daily,daily,,,,,,,,,,,
50 mg by mouth daily,,,,,,,,,,,50,,mg,0,5,50 mg,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,20,daily,daily,,,,,,,,,,,
10mg one tablet by mouth daily,,,,,1,,tablet,4,12, one tab,10,,mg,0,4,10mg,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,30,daily,daily,,,,,,,,,,,
10 milliliters (800 mg) by mouth twice a day for 10 days,,,,,10,,mL,0,13,10 milliliter,800,,mg,14,22, (800 mg,oral,24,32,by mouth,2,,1,,day,,,,,,,,,33,44,twice a day,twice daily,10,,day,45,55,10 day,,,,,
1 tablet PO daily,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,11,PO,1,,1,,day,,,,,,,,,12,17,daily,daily,,,,,,,,,,,
(Also Known As Bactrim DS) 1 tablet by mouth twice a day for 7 days,,,,,1,,tablet,26,32, 1 tab,,,,,,,oral,36,44,by mouth,2,,1,,day,,,,,,,,,45,56,twice a day,twice daily,7,,day,57,66,7 day,,,,,
17 gram by mouth daily,,,,,,,,,,,17,,g,0,7,17 gram,oral,8,16,by mouth,1,,1,,day,,,,,,,,,17,22,daily,daily,,,,,,,,,,,
1 capsule from the inhaler daily,,,,,1,,capsule,0,9,1 capsule,,,,,,,,,,,1,,1,,day,,,,,,,,,27,32,daily,daily,,,,,,,,,,,
2 capsules by mouth daily,,,,,2,,capsule,0,9,2 capsule,,,,,,,oral,11,19,by mouth,1,,1,,day,,,,,,,,,20,25,daily,daily,,,,,,,,,,,
Take 1 tablet by mouth daily.,take,0,4,Take,1,,tablet,4,10, 1 tab,,,,,,,oral,14,22,by mouth,1,,1,,day,,,,,,,,,23,28,daily,daily,,,,,,,,,,,
apply to the affected area(s) by topical route once daily at bedtime,apply,0,5,apply,,,,,,,,,,,,,topical route,33,40,topical,1,,,,,,,,,bedtime,,,,58,68,at bedtime, bedtime,,,,,,,,,,,
81mg one tablet by mouth daily,,,,,1,,tablet,4,12, one tab,81,,mg,0,4,81mg,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,30,daily,daily,,,,,,,,,,,
2 tablets by mouth twice a day for 14 days,,,,,2,,tablet,0,5,2 tab,,,,,,,oral,10,18,by mouth,2,,1,,day,,,,,,,,,19,30,twice a day,twice daily,14,,day,31,41,14 day,,,,,
5 milliliters (5 mg) by mouth daily,,,,,5,,mL,0,12,5 milliliter,5,,mg,13,19, (5 mg,oral,21,29,by mouth,1,,1,,day,,,,,,,,,30,35,daily,daily,,,,,,,,,,,
(Also Known As Flagyl) 1 tablet by mouth twice a day for 7 days,,,,,1,,tablet,22,28, 1 tab,,,,,,,oral,32,40,by mouth,2,,1,,day,,,,,,,,,41,52,twice a day,twice daily,7,,day,53,62,7 day,,,,,
17 GM orally every 24 hours,,,,,,,,,,,17,,g,0,5,17 GM,oral,6,12,orally,1,,24,,hour,,,,,,,,,13,26,every 24 hour,every 24 hours,,,,,,,,,,,
(Also Known As Neurontin) 1 capsule by mouth twice a day,,,,,1,,capsule,25,35, 1 capsule,,,,,,,oral,36,44,by mouth,2,,1,,day,,,,,,,,,45,56,twice a day,twice daily,,,,,,,,,,,
(Also Known As Zofran ODT) 1 tablet by mouth every 8 hours as needed for nausea,,,,,1,,tablet,26,32, 1 tab,,,,,,,oral,36,44,by mouth,1,,8,,hour,,,,,,,,,45,57,every 8 hour,every 8 hours,,,,,,,1,nausea,59,79,as needed for nausea
(Also Known As Cymbalta) 1 capsule by mouth daily,,,,,1,,capsule,24,34, 1 capsule,,,,,,,oral,35,43,by mouth,1,,1,,day,,,,,,,,,44,49,daily,daily,,,,,,,,,,,
81 mg one tablet by mouth daily ,,,,,1,,tablet,5,13, one tab,81,,mg,0,5,81 mg,oral,17,25,by mouth,1,,1,,day,,,,,,,,,26,31,daily,daily,,,,,,,,,,,
"20 mg orally once daily, at bedtime ",,,,,,,,,,,20,,mg,0,5,20 mg,oral,6,12,orally,1,,,,,,,,,bedtime,,,,25,35,at bedtime, bedtime,,,,,,,,,,,
1 tablet by mouth every 8 hours as needed for pain,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,8,,hour,,,,,,,,,18,30,every 8 hour,every 8 hours,,,,,,,1,pain,32,50,as needed for pain
40 mg one tablet by mouth daily,,,,,1,,tablet,5,13, one tab,40,,mg,0,5,40 mg,oral,17,25,by mouth,1,,1,,day,,,,,,,,,26,31,daily,daily,,,,,,,,,,,
by mouth once a day,,,,,,,,,,,,,,,,,oral,0,8,by mouth,1,,1,,day,,,,,,,,,9,19,once a day,daily,,,,,,,,,,,
1 tablet by mouth every 4 hours for 10 days as needed for pain,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,4,,hour,,,,,,,,,18,30,every 4 hour,every 4 hours,10,,day,32,42,10 day,1,pain,44,62,as needed for pain
3 tablets by mouth daily,,,,,3,,tablet,0,5,3 tab,,,,,,,oral,10,18,by mouth,1,,1,,day,,,,,,,,,19,24,daily,daily,,,,,,,,,,,
(Also Known As Cipro) 1 tablet by mouth twice a day for 3 days,,,,,1,,tablet,21,27, 1 tab,,,,,,,oral,31,39,by mouth,2,,1,,day,,,,,,,,,40,51,twice a day,twice daily,3,,day,52,61,3 day,,,,,
take one tablet daily,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,,,,,1,,1,,day,,,,,,,,,16,21,daily,daily,,,,,,,,,,,
(Also Known As Plaquenil) 1 tablet by mouth twice a day,,,,,1,,tablet,25,31, 1 tab,,,,,,,oral,35,43,by mouth,2,,1,,day,,,,,,,,,44,55,twice a day,twice daily,,,,,,,,,,,
1 tablet by mouth every evening at bedtime as needed for insomnia,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,1,,day,,,,,in the evening,,,,18,31,every evening,daily in the evening,,,,,,,1,insomnia,43,65,as needed for insomnia
75 mg orally once daily,,,,,,,,,,,75,,mg,0,5,75 mg,oral,6,12,orally,1,,1,,day,,,,,,,,,13,23,once daily,daily,,,,,,,,,,,
500mg by mouth twice daily,,,,,,,,,,,500,,mg,0,5,500mg,oral,6,14,by mouth,2,,1,,day,,,,,,,,,15,26,twice daily,twice daily,,,,,,,,,,,
1 packet by mouth daily,,,,,1,,packet,0,8,1 packet,,,,,,,oral,9,17,by mouth,1,,1,,day,,,,,,,,,18,23,daily,daily,,,,,,,,,,,
(Also Known As Augmentin) 1 tablet by mouth twice a day for 7 days,,,,,1,,tablet,25,31, 1 tab,,,,,,,oral,35,43,by mouth,2,,1,,day,,,,,,,,,44,55,twice a day,twice daily,7,,day,56,65,7 day,,,,,
"2 tab orally twice daily, at 10:00 and 18:00",,,,,2,,tablet,0,5,2 tab,,,,,,,oral,6,12,orally,2,,1,,day,,,,,,,,,13,24,twice daily,twice daily,,,,,,,,,,,
1 tablet by mouth every 4 hours for 3 days as needed for pain,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,4,,hour,,,,,,,,,18,30,every 4 hour,every 4 hours,3,,day,32,41,3 day,1,pain,43,61,as needed for pain
500mg 1 tablet by mouth daily,,,,,1,,tablet,5,11, 1 tab,500,,mg,0,5,500mg,oral,15,23,by mouth,1,,1,,day,,,,,,,,,24,29,daily,daily,,,,,,,,,,,
1 capsule by mouth twice a day for 14 days,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,2,,1,,day,,,,,,,,,19,30,twice a day,twice daily,14,,day,31,41,14 day,,,,,
2 puffs from the inhaler every 4 hours as needed for cough,,,,,2,,pressurised inhalation,0,6,2 puff,,,,,,,,,,,1,,4,,hour,,,,,,,,,25,37,every 4 hour,every 4 hours,,,,,,,1,cough,39,58,as needed for cough
2 sprays each nostril daily,,,,,2,,spray dose form,0,7,2 spray,,,,,,,nasal route,8,21, each nostril,1,,1,,day,,,,,,,,,22,27,daily,daily,,,,,,,,,,,
20mg one tablet by mouth daily,,,,,1,,tablet,4,12, one tab,20,,mg,0,4,20mg,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,30,daily,daily,,,,,,,,,,,
(Also Known As Valtrex) 1 tablet by mouth daily,,,,,1,,tablet,23,29, 1 tab,,,,,,,oral,33,41,by mouth,1,,1,,day,,,,,,,,,42,47,daily,daily,,,,,,,,,,,
5 mg orally once daily,,,,,,,,,,,5,,mg,0,4,5 mg,oral,5,11,orally,1,,1,,day,,,,,,,,,12,22,once daily,daily,,,,,,,,,,,
(Also Known As Neurontin) 1 tablet by mouth three times a day,,,,,1,,tablet,25,31, 1 tab,,,,,,,oral,35,43,by mouth,3,,1,,day,,,,,,,,,44,61,three times a day,3 times per day,,,,,,,,,,,
1 drop in both eyes twice a day,,,,,1,,drops dose form,0,6,1 drop,,,,,,,,,,,2,,1,,day,,,,,,,,,20,31,twice a day,twice daily,,,,,,,,,,,
(Also Known As Macrobid) 1 capsule by mouth twice a day for 7 days,,,,,1,,capsule,24,34, 1 capsule,,,,,,,oral,35,43,by mouth,2,,1,,day,,,,,,,,,20,23,bid,twice daily,7,,day,56,65,7 day,,,,,
10mg daily by mouth,,,,,,,,,,,10,,mg,0,4,10mg,oral,11,19,by mouth,1,,1,,day,,,,,,,,,5,10,daily,daily,,,,,,,,,,,
1 tablet by mouth twice a day for 30 day(s),,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,2,,1,,day,,,,,,,,,18,29,twice a day,twice daily,30,,day,30,40,30 day,,,,,
300mg by mouth daily,,,,,,,,,,,300,,mg,0,5,300mg,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,20,daily,daily,,,,,,,,,,,
81 mg once daily,,,,,,,,,,,81,,mg,0,5,81 mg,,,,,1,,1,,day,,,,,,,,,6,16,once daily,daily,,,,,,,,,,,
(Also Known As Cipro) 1 tablet by mouth twice a day for 7 days,,,,,1,,tablet,21,27, 1 tab,,,,,,,oral,31,39,by mouth,2,,1,,day,,,,,,,,,40,51,twice a day,twice daily,7,,day,52,61,7 day,,,,,
1 tablet oral daily,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,13,oral,1,,1,,day,,,,,,,,,14,19,daily,daily,,,,,,,,,,,
(Also Known As Proscar) 1 tablet by mouth daily,,,,,1,,tablet,23,29, 1 tab,,,,,,,oral,33,41,by mouth,1,,1,,day,,,,,,,,,42,47,daily,daily,,,,,,,,,,,
1 tablet by mouth twice a day for 5 days,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,2,,1,,day,,,,,,,,,18,29,twice a day,twice daily,5,,day,30,39,5 day,,,,,
60mg by mouth daily,,,,,,,,,,,60,,mg,0,4,60mg,oral,5,13,by mouth,1,,1,,day,,,,,,,,,14,19,daily,daily,,,,,,,,,,,
one tab po daily,,,,,1,,tablet,0,7,one tab,,,,,,,oral,8,10,po,1,,1,,day,,,,,,,,,11,16,daily,daily,,,,,,,,,,,
5 milliliters (400 mg) by mouth twice a day for 10 days,,,,,5,,mL,0,12,5 milliliter,400,,mg,13,21, (400 mg,oral,23,31,by mouth,2,,1,,day,,,,,,,,,32,43,twice a day,twice daily,10,,day,44,54,10 day,,,,,
(Also Known As Cipro) 1 tablet by mouth twice a day for 3 days as needed for diarrhea,,,,,1,,tablet,21,27, 1 tab,,,,,,,oral,31,39,by mouth,2,,1,,day,,,,,,,,,40,51,twice a day,twice daily,3,,day,52,61,3 day,1,diarrhea,63,85,as needed for diarrhea
1 capsule by mouth every week for 8 weeks,,,,,1,,capsule,0,9,1 capsule,,,,,,,oral,10,18,by mouth,1,,1,,week,,,,,week,,,,19,29,every week,every week week,8,,week,30,40,8 week,,,,,
1 tablet by mouth daily for 14 days,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,1,,day,,,,,,,,,18,23,daily,daily,14,,day,24,34,14 day,,,,,
30mg by mouth daily,,,,,,,,,,,30,,mg,0,4,30mg,oral,5,13,by mouth,1,,1,,day,,,,,,,,,14,19,daily,daily,,,,,,,,,,,
10 mg by mouth once daily,,,,,,,,,,,10,,mg,0,5,10 mg,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,25,once daily,daily,,,,,,,,,,,
(Also Known As Naprosyn) 1 tablet by mouth twice a day,,,,,1,,tablet,24,30, 1 tab,,,,,,,oral,34,42,by mouth,2,,1,,day,,,,,,,,,43,54,twice a day,twice daily,,,,,,,,,,,
40 MG orally daily,,,,,,,,,,,40,,mg,0,5,40 MG,oral,6,12,orally,1,,1,,day,,,,,,,,,13,18,daily,daily,,,,,,,,,,,
(Also Known As Diflucan) 1 tablet by mouth one time only,,,,,1,,tablet,24,30, 1 tab,,,,,,,oral,34,42,by mouth,,,,,,,,,,,,,1,43,56,one time only,once,,,,,,,,,,,
1 tablet by mouth every 6 hours for 10 days,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,6,,hour,,,,,,,,,18,30,every 6 hour,every 6 hours,10,,day,32,42,10 day,,,,,
4 tablets by mouth daily,,,,,4,,tablet,0,5,4 tab,,,,,,,oral,10,18,by mouth,1,,1,,day,,,,,,,,,19,24,daily,daily,,,,,,,,,,,
"40 mg orally once daily, at bedtime",,,,,,,,,,,40,,mg,0,5,40 mg,oral,6,12,orally,1,,,,,,,,,bedtime,,,,25,35,at bedtime, bedtime,,,,,,,,,,,
take one tablet by mouth daily,take,0,4,take,1,,tablet,4,12, one tab,,,,,,,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,30,daily,daily,,,,,,,,,,,
40mg one tablet by mouth daily,,,,,1,,tablet,4,12, one tab,40,,mg,0,4,40mg,oral,16,24,by mouth,1,,1,,day,,,,,,,,,25,30,daily,daily,,,,,,,,,,,
1 tablet by mouth every 6 hours for 5 days,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,6,,hour,,,,,,,,,18,30,every 6 hour,every 6 hours,5,,day,32,41,5 day,,,,,
10mg by mouth once daily,,,,,,,,,,,10,,mg,0,4,10mg,oral,5,13,by mouth,1,,1,,day,,,,,,,,,14,24,once daily,daily,,,,,,,,,,,
5MG 1 TAB BY MOUTH DAILY,,,,,1,,tablet,3,9, 1 TAB,5,,mg,0,3,5MG,oral,10,18,BY MOUTH,1,,1,,day,,,,,,,,,19,24,DAILY,daily,,,,,,,,,,,
1 milliliter by mouth daily,,,,,1,,mL,0,12,1 milliliter,,,,,,,oral,13,21,by mouth,1,,1,,day,,,,,,,,,22,27,daily,daily,,,,,,,,,,,
100mg twice daily,,,,,,,,,,,100,,mg,0,5,100mg,,,,,2,,1,,day,,,,,,,,,6,17,twice daily,twice daily,,,,,,,,,,,
1 tab by mouth as needed,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,6,14,by mouth,,,,,,,,,,,,,,,,,,,,,,,,1,,15,24,as needed
1 tablet by mouth three times a day for 7 days,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,3,,1,,day,,,,,,,,,18,35,three times a day,3 times per day,7,,day,36,45,7 day,,,,,
20mg daily by mouth,,,,,,,,,,,20,,mg,0,4,20mg,oral,11,19,by mouth,1,,1,,day,,,,,,,,,5,10,daily,daily,,,,,,,,,,,
(Also Known As Flonase) 1 spray in each nostril twice a day,spray,26,31,spray,1,,spray dose form,23,31, 1 spray,,,,,,,nasal route,32,47,in each nostril,2,,1,,day,,,,,,,,,48,59,twice a day,twice daily,,,,,,,,,,,
1 tablet by mouth every 6 hours as needed,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,6,,hour,,,,,,,,,18,30,every 6 hour,every 6 hours,,,,,,,1,,32,41,as needed
1 tablet by mouth every 6 hours,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,6,,hour,,,,,,,,,18,30,every 6 hour,every 6 hours,,,,,,,,,,,
500 mg by mouth daily ,,,,,,,,,,,500,,mg,0,6,500 mg,oral,7,15,by mouth,1,,1,,day,,,,,,,,,16,21,daily,daily,,,,,,,,,,,
325mg 1 tablet by mouth daily,,,,,1,,tablet,5,11, 1 tab,325,,mg,0,5,325mg,oral,15,23,by mouth,1,,1,,day,,,,,,,,,24,29,daily,daily,,,,,,,,,,,
325 mg by mouth daily,,,,,,,,,,,325,,mg,0,6,325 mg,oral,7,15,by mouth,1,,1,,day,,,,,,,,,16,21,daily,daily,,,,,,,,,,,
inject 0.3 milliliter (0.3 mg) by intramuscular route once as needed for anaphylaxis,inject,0,6,inject,0.3,,mL,6,21, 0.3 milliliter,0.3,,mg,21,29, (0.3 mg,intramuscular route,34,47,intramuscular,,,,,,,,,,,,,,,,,,,,,,,,1,anaphylaxis,59,84,as needed for anaphylaxis
200mg by mouth daily,,,,,,,,,,,200,,mg,0,5,200mg,oral,6,14,by mouth,1,,1,,day,,,,,,,,,15,20,daily,daily,,,,,,,,,,,
1mg by mouth daily,,,,,,,,,,,1,,mg,0,3,1mg,oral,4,12,by mouth,1,,1,,day,,,,,,,,,13,18,daily,daily,,,,,,,,,,,
1 tablet by mouth every 8 hours,,,,,1,,tablet,0,5,1 tab,,,,,,,oral,9,17,by mouth,1,,8,,hour,,,,,,,,,18,30,every 8 hour,every 8 hours,,,,,,,,,,,
20mg twice daily,,,,,,,,,,,20,,mg,0,4,20mg,,,,,2,,1,,day,,,,,,,,,5,16,twice daily,twice daily,,,,,,,,,,,
(Also Known As Remeron) 1 tablet by mouth every evening at bedtime,,,,,1,,tablet,23,29, 1 tab,,,,,,,oral,33,41,by mouth,1,,1,,day,,,,,in the evening,,,,42,55,every evening,daily in the evening,,,,,,,,,,,
75mg 1 tablet by mouth daily,,,,,1,,tablet,4,10, 1 tab,75,,mg,0,4,75mg,oral,14,22,by mouth,1,,1,,day,,,,,,,,,23,28,daily,daily,,,,,,,,,,,
